------------------------------------------------------------------
  Running MRIQC version 24.1.0.dev15+g9586c867.d20240825
  ----------------------------------------------------------------

  NOTICE
  Copyright © The NiPreps Developers.
  
  This product includes software developed by
  the NiPreps Community (https://nipreps.org/).
  
  Portions of this software were developed at the Department of
  Psychology at Stanford University, Stanford, CA, US.
  
  This software contains code ultimately derived from the
  PCP Quality Assessment Protocol (QAP;
  http://preprocessed-connectomes-project.org/quality-assessment-protocol)
  by C. Craddock, S. Giavasis, D. Clark, Z. Shezhad, and J. Pellman.
  
  This software is also distributed as a Docker container image.
  The bootstrapping file for the image ("Dockerfile") is licensed
  under the MIT License.

  ----------------------------------------------------------------

  * BIDS dataset path: /data/datasets/hcph.
  * Output folder: /data/derivatives/hcph/datalad/hcph-mriqc.
  * Analysis levels: ['participant'].
  * BIDS filters-file: /home/oesteban/tmp/mriqc_ses-pilot018/filter-pilot018.json.
------------------------------------------------------------------

2024-08-31 05:43:49 | IMPORTANT | mriqc            | DataLad dataset identified, attempting to `datalad get` unavailable files.
2024-08-31 05:45:54 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.synthstrip_wf.synthstrip" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/synthstrip_wf/99a0b766e30721dbf070009e6945b76717f07204/synthstrip".
2024-08-31 05:45:54 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.PlotMosaicZoomed" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/anat_report_wf/93d3010db4e49c9b95916724584713a48353b34c/PlotMosaicZoomed".
2024-08-31 05:45:54 | INFO     | nipype.workflow  | [Node] Executing "smoothness" <nipype.interfaces.afni.utils.FWHMx>
2024-08-31 05:45:54 | INFO     | nipype.workflow  | [Node] Executing "synthstrip" <mriqc.interfaces.synthstrip.SynthStrip>
2024-08-31 05:45:54 | INFO     | nipype.workflow  | [Node] Executing "PlotMosaicZoomed" <nireports.interfaces.mosaic.PlotMosaic>
2024-08-31 05:46:00 | INFO     | nipype.workflow  | [Node] Finished "PlotMosaicZoomed", elapsed time 5.602149s.
2024-08-31 05:46:00 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/anat_report_wf/93d3010db4e49c9b95916724584713a48353b34c/ds_report_zoomed".
2024-08-31 05:46:00 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-31 05:46:00 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.004096s.
2024-08-31 05:46:05 | INFO     | nipype.workflow  | [Node] Finished "smoothness", elapsed time 10.714474s.
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Finished "synthstrip", elapsed time 23.816685s.
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.synthstrip_wf.post_n4" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/synthstrip_wf/93d3010db4e49c9b95916724584713a48353b34c/post_n4".
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.smoothness" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/ComputeIQMs/99a0b766e30721dbf070009e6945b76717f07204/smoothness".
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.PlotMosaicZoomed" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/anat_report_wf/99a0b766e30721dbf070009e6945b76717f07204/PlotMosaicZoomed".
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Executing "post_n4" <nipype.interfaces.ants.segmentation.N4BiasFieldCorrection>
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Executing "smoothness" <nipype.interfaces.afni.utils.FWHMx>
2024-08-31 05:46:18 | INFO     | nipype.workflow  | [Node] Executing "PlotMosaicZoomed" <nireports.interfaces.mosaic.PlotMosaic>
2024-08-31 05:46:24 | INFO     | nipype.workflow  | [Node] Finished "PlotMosaicZoomed", elapsed time 5.798045s.
2024-08-31 05:46:24 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/anat_report_wf/99a0b766e30721dbf070009e6945b76717f07204/ds_report_zoomed".
2024-08-31 05:46:24 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-31 05:46:24 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.004669s.
2024-08-31 05:46:29 | INFO     | nipype.workflow  | [Node] Finished "smoothness", elapsed time 10.383726s.
2024-08-31 05:46:34 | INFO     | nipype.workflow  | [Node] Finished "post_n4", elapsed time 15.198089s.
2024-08-31 05:46:34 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.synthstrip_wf.post_n4" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/synthstrip_wf/99a0b766e30721dbf070009e6945b76717f07204/post_n4".
2024-08-31 05:46:34 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.synthstrip_wf.final_masked" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/synthstrip_wf/93d3010db4e49c9b95916724584713a48353b34c/final_masked".
2024-08-31 05:46:34 | INFO     | nipype.workflow  | [Node] Executing "final_masked" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-31 05:46:34 | INFO     | nipype.workflow  | [Node] Executing "post_n4" <nipype.interfaces.ants.segmentation.N4BiasFieldCorrection>
2024-08-31 05:46:35 | INFO     | nipype.workflow  | [Node] Finished "final_masked", elapsed time 0.646772s.
2024-08-31 05:46:50 | INFO     | nipype.workflow  | [Node] Finished "post_n4", elapsed time 15.341886s.
2024-08-31 05:46:50 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.synthstrip_wf.final_masked" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/synthstrip_wf/99a0b766e30721dbf070009e6945b76717f07204/final_masked".
2024-08-31 05:46:50 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.SpatialNormalization.SpatialNormalization" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization".
2024-08-31 05:46:50 | INFO     | nipype.workflow  | [Node] Executing "final_masked" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-31 05:46:50 | INFO     | nipype.workflow  | [Node] Executing "SpatialNormalization" <niworkflows.interfaces.reportlets.registration.SpatialNormalizationRPT>
2024-08-31 05:46:51 | INFO     | nipype.workflow  | [Node] Finished "final_masked", elapsed time 0.636139s.
2024-08-31 05:46:51 | INFO     | niworkflows      | Estimating initial transform using AffineInitializer
2024-08-31 05:47:00 | INFO     | niworkflows      | Terminal outputs of initialization saved (/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/stderr.nipype-init).
2024-08-31 05:47:00 | INFO     | niworkflows      | Loading settings from file /home/oesteban/workspace/niworkflows/niworkflows/data/t1w-mni_registration_testing_000.json.
2024-08-31 05:47:00 | INFO     | niworkflows      | Retry #1, commandline: 
antsRegistration --collapse-output-transforms 1 --dimensionality 3 --float 0 --initial-moving-transform [ /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/transform.mat, 0 ] --initialize-transforms-per-stage 0 --interpolation LanczosWindowedSinc --output [ ants_t1_to_mni, ants_t1_to_mni_Warped.nii.gz ] --transform Rigid[ 1.0 ] --metric Mattes[ /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/fixed_masked.nii.gz, /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/moving_masked.nii.gz, 1, 56, Random, 0.2 ] --convergence [ 20, 1e-07, 15 ] --smoothing-sigmas 4.0vox --shrink-factors 2 --use-histogram-matching 0 --transform Affine[ 1.0 ] --metric Mattes[ /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/fixed_masked.nii.gz, /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/moving_masked.nii.gz, 1, 56, Random, 0.1 ] --convergence [ 15, 1e-08, 5 ] --smoothing-sigmas 2.0vox --shrink-factors 1 --use-histogram-matching 1 --winsorize-image-intensities [ 0.005, 0.995 ]  --write-composite-transform 1
2024-08-31 05:47:03 | INFO     | niworkflows      | Successful spatial normalization (retry #1).
2024-08-31 05:47:05 | INFO     | niworkflows      | Report - setting fixed (/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/fixed_masked.nii.gz) and moving (/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/SpatialNormalization/ants_t1_to_mni_Warped.nii.gz) images
2024-08-31 05:47:05 | INFO     | niworkflows      | Generating visual report
2024-08-31 05:47:18 | INFO     | nipype.workflow  | [Node] Finished "SpatialNormalization", elapsed time 27.322718s.
2024-08-31 05:47:18 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.SpatialNormalization.SpatialNormalization" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization".
2024-08-31 05:47:18 | INFO     | nipype.workflow  | [Node] Executing "SpatialNormalization" <niworkflows.interfaces.reportlets.registration.SpatialNormalizationRPT>
2024-08-31 05:47:19 | INFO     | niworkflows      | Estimating initial transform using AffineInitializer
2024-08-31 05:47:20 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w0" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/tpms_std2t1w/mapflow/_tpms_std2t1w0".
2024-08-31 05:47:20 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w1" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/tpms_std2t1w/mapflow/_tpms_std2t1w1".
2024-08-31 05:47:20 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w2" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/tpms_std2t1w/mapflow/_tpms_std2t1w2".
2024-08-31 05:47:20 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w2" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-31 05:47:20 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w1" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-31 05:47:20 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w0" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-31 05:47:29 | INFO     | niworkflows      | Loading settings from file /home/oesteban/workspace/niworkflows/niworkflows/data/t1w-mni_registration_testing_000.json.
2024-08-31 05:47:29 | INFO     | niworkflows      | Retry #1, commandline: 
antsRegistration --collapse-output-transforms 1 --dimensionality 3 --float 0 --initial-moving-transform [ /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/transform.mat, 0 ] --initialize-transforms-per-stage 0 --interpolation LanczosWindowedSinc --output [ ants_t1_to_mni, ants_t1_to_mni_Warped.nii.gz ] --transform Rigid[ 1.0 ] --metric Mattes[ /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/fixed_masked.nii.gz, /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/moving_masked.nii.gz, 1, 56, Random, 0.2 ] --convergence [ 20, 1e-07, 15 ] --smoothing-sigmas 4.0vox --shrink-factors 2 --use-histogram-matching 0 --transform Affine[ 1.0 ] --metric Mattes[ /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/fixed_masked.nii.gz, /home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/moving_masked.nii.gz, 1, 56, Random, 0.1 ] --convergence [ 15, 1e-08, 5 ] --smoothing-sigmas 2.0vox --shrink-factors 1 --use-histogram-matching 1 --winsorize-image-intensities [ 0.005, 0.995 ]  --write-composite-transform 1
2024-08-31 05:47:32 | INFO     | niworkflows      | Successful spatial normalization (retry #1).
2024-08-31 05:47:33 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w0", elapsed time 12.817621s.
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w2", elapsed time 12.660945s.
2024-08-31 05:47:34 | INFO     | niworkflows      | Report - setting fixed (/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/fixed_masked.nii.gz) and moving (/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/99a0b766e30721dbf070009e6945b76717f07204/SpatialNormalization/ants_t1_to_mni_Warped.nii.gz) images
2024-08-31 05:47:34 | INFO     | niworkflows      | Generating visual report
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w1", elapsed time 13.25367s.
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w0" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/tpms_std2t1w/mapflow/_tpms_std2t1w0".
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w0" - collecting precomputed outputs
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w0" found cached.
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w1" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/tpms_std2t1w/mapflow/_tpms_std2t1w1".
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w1" - collecting precomputed outputs
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w1" found cached.
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w2" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/SpatialNormalization/93d3010db4e49c9b95916724584713a48353b34c/tpms_std2t1w/mapflow/_tpms_std2t1w2".
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w2" - collecting precomputed outputs
2024-08-31 05:47:34 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w2" found cached.
2024-08-31 05:47:36 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Enhance" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/HeadMaskWorkflow/93d3010db4e49c9b95916724584713a48353b34c/Enhance".
2024-08-31 05:47:36 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.brain_tissue_segmentation.format_tpm_names" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/brain_tissue_segmentation/93d3010db4e49c9b95916724584713a48353b34c/format_tpm_names".
2024-08-31 05:47:36 | INFO     | nipype.workflow  | [Node] Executing "format_tpm_names" <nipype.interfaces.utility.wrappers.Function>
2024-08-31 05:47:36 | INFO     | nipype.workflow  | [Node] Executing "Enhance" <nipype.interfaces.utility.wrappers.Function>
2024-08-31 05:47:38 | INFO     | nipype.workflow  | [Node] Finished "Enhance", elapsed time 1.72017s.
2024-08-31 05:47:38 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Grad" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/HeadMaskWorkflow/93d3010db4e49c9b95916724584713a48353b34c/Grad".
2024-08-31 05:47:38 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.apply_mask" in "/home/oesteban/tmp/mriqc_ses-pilot018/mriqc_wf/anatMRIQC/HeadMaskWorkflow/93d3010db4e49c9b95916724584713a48353b34c/apply_mask".
2024-08-31 05:47:38 | INFO     | nipype.workflow  | [Node] Executing "Grad" <nipype.interfaces.utility.wrappers.Function>
2024-08-31 05:47:38 | INFO     | nipype.workflow  | [Node] Executing "apply_mask" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-31 05:47:39 | INFO     | nipype.workflow  | [Node] Finished "apply_mask", elapsed time 0.654924s.
